IRIS;DEC_PIMP20;DEC_TP6020;DEC_Q120;DEC_MED20;DEC_Q320;DEC_EQ20;DEC_D120;DEC_D220;DEC_D320;DEC_D420;DEC_D620;DEC_D720;DEC_D820;DEC_D920;DEC_RD20;DEC_S80S2020;DEC_GI20;DEC_PACT20;DEC_PTSA20;DEC_PCHO20;DEC_PBEN20;DEC_PPEN20;DEC_PAUT20;DEC_NOTE20
800210701;64,5;17,6;18270;29300;45830;0,94;7820;15100;20380;24650;35020;41380;50690;76070;9,7;13,2;0,445;70,2;54,7;1,8;13,7;20,8;9,0;0
800210702;51,5;29,7;11410;20580;32670;1,03;4700;9570;13290;17320;23990;29370;36400;50010;10,6;14,2;0,443;65,4;56,4;2,1;6,9;29,2;5,4;0
800210801;38,8;44,5;6810;15000;24550;1,18;1260;5240;8610;11640;18470;22350;28060;37450;29,8;25,4;0,472;65,9;58,2;3,9;3,8;30,2;3,9;0
800210802;42,2;47,0;6430;14640;24670;1,25;1390;4720;8010;11000;18680;22550;27490;35070;25,2;22,9;0,462;59,1;50,5;3,9;4,7;35,6;5,3;0
800210803;30,2;49,1;7300;13690;21350;1,03;1230;6110;8400;10740;16470;19910;23640;32180;26,3;16,1;0,413;64,3;57,2;4,8;2,3;34,0;1,7;0
800210804;s;s;1480;8510;18150;1,96;0;410;3160;5930;12400;15620;21800;28470;so;1615,1;0,554;61,9;53,4;5,7;2,8;36,0;2,1;0
800210805;51,2;26,8;12460;21220;31480;0,90;5660;10770;14420;17770;24670;29120;33580;44170;7,8;10,1;0,388;60,8;52,6;2,0;6,2;35,5;3,7;0
800210901;56,1;18,6;15560;22400;30050;0,65;9230;13810;17320;20100;25330;28220;32510;39500;4,3;6,1;0,323;63,2;58,2;2,4;2,6;32,9;3,9;0
800210902;s;s;7940;15520;24670;1,08;2050;6530;9770;12210;18820;22390;27060;32040;15,6;14,5;0,397;70,1;64,7;3,7;1,7;27,3;2,6;0
800210903;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
800211001;43,9;31,4;10780;18590;27550;0,90;4470;9080;12600;15750;21910;25280;30430;37390;8,4;10,3;0,374;75,0;68,6;3,9;2,5;21,5;3,5;0
800211002;57,0;18,3;16170;24240;34070;0,74;8470;14100;17590;20940;27620;31770;36930;46040;5,4;7,6;0,359;66,6;59,9;2,5;4,2;25,9;7,5;0
800211003;53,4;21,0;14540;21770;31240;0,77;7750;12830;15760;18910;25370;28980;33440;41360;5,3;6,9;0,338;74,0;64,4;2,9;6,7;23,1;2,9;0
800211101;58,4;18,9;16140;26310;41650;0,97;7200;13600;18690;22180;31770;38150;46920;64280;8,9;13,4;0,462;68,3;56,9;2,2;9,2;20,5;11,2;0
800211102;48,8;26,8;12160;20280;29760;0,87;4070;9810;14210;17610;23650;27740;33070;42940;10,6;11,9;0,393;78,2;69,1;3,4;5,7;19,3;2,5;0
800211103;54,2;17,1;15760;22610;31980;0,72;7310;14100;17340;20090;25420;29690;34520;41630;5,7;6,5;0,323;75,4;66,4;3,5;5,5;22,4;2,2;0
800211201;63,9;15,5;19330;30800;51090;1,03;9110;15930;22060;26540;38020;45650;58640;82790;9,1;13,2;0,466;68,0;50,9;1,6;15,5;20,5;11,5;0
800211202;63,3;14,5;19900;31110;43630;0,76;9990;17060;22310;26560;34800;39830;48220;62160;6,2;9,3;0,388;72,5;59,8;1,5;11,2;20,7;6,8;0
800211203;67,2;12,0;20960;32720;47930;0,82;11300;18290;23290;27900;37650;42860;53610;74540;6,6;9,1;0,402;68,6;55,0;1,5;12,1;23,0;8,4;0
800211301;46,0;33,5;9870;18810;30650;1,10;1640;8370;11800;15850;22550;27650;33060;43990;26,8;18,1;0,432;62,9;53,7;3,6;5,6;30,5;6,6;0
800211302;54,9;25,1;13160;24390;37960;1,02;4490;10570;15510;19650;28400;34820;42320;61760;13,7;18,0;0,460;67,3;56,3;2,7;8,3;22,8;9,9;0
800211401;43,3;34,2;9970;17990;25510;0,86;2660;7980;11720;15160;20580;23590;27810;35890;13,5;12,6;0,383;75,7;68,3;4,2;3,2;21,2;3,1;0
800211501;36,7;41,2;8630;16040;24110;0,96;3650;7430;9760;12670;19140;22360;26100;33270;9,1;12,0;0,412;69,7;63,6;4,3;1,8;26,7;3,6;0
800211502;40,5;32,6;10540;18550;25680;0,82;5380;8130;12320;15600;21120;24070;27170;33750;6,3;8,5;0,352;61,4;55,1;3,4;2,9;35,1;3,5;0
800211503;49,9;26,0;12690;20080;28190;0,77;5460;10720;14460;17560;23210;26490;30860;38180;7,0;8,9;0,359;70,8;62,6;2,9;5,3;26,6;2,6;0
800211504;45,6;36,1;7980;18170;28980;1,16;420;6060;10000;14980;22650;26070;31980;38490;91,5;23,8;0,425;57,7;51,3;3,5;2,9;39,2;3,1;0
800211601;31,7;51,0;6060;12850;21720;1,22;260;4610;7300;10090;15960;19620;24600;34430;131,3;35,5;0,491;74,4;63,9;5,2;5,3;22,7;2,9;0
800211701;38,5;43,1;6220;15440;24670;1,19;190;4970;8620;12210;18800;22530;26870;35100;184,8;30,7;0,455;64,5;56,4;3,7;4,4;32,3;3,2;0
800211801;45,5;29,3;11590;18700;27240;0,84;5190;9940;13290;16210;21660;25050;30420;41700;8,0;11,0;0,403;64,1;54,8;3,0;6,3;30,3;5,6;0
800211802;49,4;24,9;13180;20480;28290;0,74;6340;11450;14990;18070;23320;26360;30970;39700;6,3;8,1;0,348;68,1;61,1;3,5;3,5;29,0;2,9;0
800211901;36,6;36,0;9360;17130;23720;0,84;2000;7200;11300;14420;19670;22530;25710;31020;15,5;12,9;0,366;60,8;53,5;4,4;2,9;36,4;2,8;0
800211902;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
800212001;38,0;40,6;7970;15930;23200;0,96;1880;6290;9710;13080;18750;21360;25610;32060;17,1;16,4;0,414;76,6;65,9;5,2;5,5;20,3;3,1;0
800212002;25,8;57,0;4030;10910;19680;1,44;0;2720;5990;8330;14320;17440;21330;26480;so;63,6;0,484;67,9;59,6;5,3;3,0;28,0;4,1;0
800212003;26,4;54,8;5800;11680;18870;1,12;70;3910;6870;9250;15110;17700;20830;26360;399,3;26,5;0,423;66,9;57,8;6,3;2,8;31,7;1,4;0
800212101;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
800212102;34,8;38,8;9430;16320;22660;0,81;2310;7470;10550;13510;18620;21190;24590;30130;13,0;12,4;0,371;65,8;58,9;5,1;1,8;33,4;0,8;0
800212201;21,6;61,5;5040;10200;18140;1,28;0;3510;5980;8190;12870;16230;19690;25580;so;33,2;0,442;67,4;59,7;5,7;2,0;31,7;0,9;0
800212202;24,0;57,1;4800;10880;18150;1,23;0;2600;5730;8300;14030;16900;20260;25710;so;60,6;0,463;64,1;54,8;5,6;3,7;35,0;0,9;0
800212203;12,9;82,1;2740;6710;11350;1,28;0;1710;3650;5270;8140;10100;12540;17320;so;82,9;0,468;68,9;s;s;s;30,7;0,4;0
800212204;s;74,7;290;5720;13360;2,29;0;0;1440;3550;7950;10750;15360;20620;so;so;0,561;74,8;s;s;s;24,6;0,6;0
800212205;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
800212206;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
800212301;20,7;64,9;3230;8690;17260;1,61;0;1730;4500;6740;11520;15280;18910;24420;so;96,0;0,488;66,7;58,7;6,9;1,1;32,2;1,1;0
800212302;31,9;47,6;6290;14370;22500;1,13;110;4900;7420;10440;17560;20580;24580;29620;262,4;33,6;0,431;54,6;49,0;4,4;1,2;43,9;1,5;0
802530101;26,7;46,1;5490;14070;21650;1,15;0;3740;7060;11260;16690;19790;23750;31330;so;47,7;0,483;61,1;47,2;4,6;9,3;35,1;3,8;1
802530201;28,5;42,2;8260;15010;21280;0,87;350;6400;9570;12700;17450;20030;23110;28000;80,7;19,6;0,406;57,0;48,8;3,8;4,4;39,0;4,0;1
802530301;39,8;27,4;12280;19120;26730;0,76;5400;10520;14100;16730;22170;25280;29190;35090;6,5;8,4;0,351;60,0;50,1;2,5;7,4;34,9;5,1;1
804100101;35,7;36,9;9520;16550;23790;0,86;2610;7200;10800;14090;19310;22420;26470;33420;12,8;16,0;0,419;58,4;48,3;4,5;5,6;35,5;6,1;1
804100201;30,0;49,0;6210;13760;20820;1,06;830;4680;7530;10730;16580;19110;22700;28600;34,6;21,4;0,416;56,3;49,6;5,4;1,3;41,6;2,1;1
806200101;33,4;40,6;8730;15630;23210;0,93;2570;7090;10400;13040;17890;21080;25980;33250;12,9;14,7;0,412;58,3;48,0;4,6;5,7;37,1;4,6;1
806200201;25,0;52,9;5340;12200;20160;1,22;280;3720;6500;9900;15470;18190;21810;27030;97,6;29,6;0,450;62,8;54,7;5,9;2,2;35,0;2,2;1
806200301;37,4;32,9;10560;17870;24500;0,78;4050;8370;12600;15530;20290;23000;26150;30960;7,6;9,4;0,349;55,0;49,5;3,4;2,1;43,0;2,0;1
806200401;44,7;26,4;12600;20250;29990;0,86;6210;10610;14530;17440;23810;27490;32870;42310;6,8;9,3;0,391;56,5;47,9;3,0;5,6;36,1;7,4;1
810040101;33,7;44,7;5960;14610;25080;1,31;70;3810;7970;11660;18110;21660;28140;37810;572,9;52,2;0,510;62,3;52,1;5,2;5,0;28,8;8,9;0
810040102;46,7;25,8;12740;20840;31870;0,92;5010;10360;15000;17050;24380;28940;35330;46830;9,4;12,4;0,407;55,6;44,1;3,6;7,9;36,9;7,5;0
810040201;54,1;14,9;16480;24180;33100;0,69;10090;15250;17830;21040;27410;30980;37170;47180;4,7;6,3;0,336;64,3;53,7;3,0;7,6;30,5;5,2;0
