IRIS;DEC_PIMP20;DEC_TP6020;DEC_Q120;DEC_MED20;DEC_Q320;DEC_EQ20;DEC_D120;DEC_D220;DEC_D320;DEC_D420;DEC_D620;DEC_D720;DEC_D820;DEC_D920;DEC_RD20;DEC_S80S2020;DEC_GI20;DEC_PACT20;DEC_PTSA20;DEC_PCHO20;DEC_PBEN20;DEC_PPEN20;DEC_PAUT20;DEC_NOTE20
060881802;33,9;49,0;6750;13350;20940;1,06;1810;5350;8630;11060;15540;19110;23120;29900;16,6;16,3;0,410;67,4;58,3;7,1;2,0;29,6;3,0;0
060881803;32,2;52,8;6120;12430;20480;1,15;1000;4700;7470;9640;15150;18860;22290;28720;28,7;21,9;0,445;72,8;63,6;6,2;3,0;22,3;4,9;0
060881804;44,8;34,6;9880;17810;26120;0,91;3480;7640;11380;14560;20350;23850;28720;36190;10,4;12,7;0,390;71,9;61,7;5,2;5,0;25,0;3,1;0
060881805;51,3;29,3;11520;19870;30180;0,94;4470;10040;13310;16520;23570;27600;32740;43770;9,8;10,9;0,393;64,8;55,9;4,0;4,9;28,6;6,6;0
060881901;40,8;39,5;8210;16760;24650;0,98;2530;6600;9980;13540;19720;22540;27050;34360;13,6;14,7;0,412;71,7;59,7;5,2;6,8;25,0;3,3;0
060881902;52,2;26,6;12170;21330;32880;0,97;4850;9980;14510;18020;24830;29530;36350;47400;9,8;12,7;0,414;58,1;48,3;3,5;6,3;34,6;7,3;0
060881903;48,3;29,2;11600;20300;28770;0,85;4900;9530;13380;17180;23370;27150;31990;41390;8,4;10,6;0,385;67,3;57,9;4,0;5,4;27,3;5,4;0
060882001;60,0;14,5;17750;27390;41770;0,88;10390;15750;19350;23040;32040;37790;46500;61810;5,9;8,2;0,385;58,8;45,6;2,6;10,6;30,9;10,3;0
060882002;53,7;22,3;14270;22220;32570;0,82;7660;12420;15410;18670;25490;30510;35950;48850;6,4;8,7;0,386;67,1;56,5;3,1;7,5;27,0;5,9;0
060882101;49,3;27,0;12530;20740;31590;0,92;5330;10020;14110;17350;24630;28720;35020;44220;8,3;10,6;0,389;63,5;54,5;3,9;5,1;29,6;6,9;0
060882102;39,2;38,0;9360;15830;24350;0,95;3840;7650;10860;13610;18960;22120;26520;32330;8,4;10,1;0,367;65,3;56,4;5,8;3,1;30,2;4,5;0
060882103;35,3;43,9;7370;15080;23910;1,10;2640;5730;8700;11800;17990;21830;26350;34320;13,0;17,0;0,442;69,2;60,7;5,0;3,5;26,5;4,3;0
060882104;45,4;34,7;9380;18260;26620;0,94;4400;7690;11900;15040;21310;24590;29130;37130;8,4;11,7;0,389;65,3;57,0;4,4;3,9;30,8;3,9;0
060882201;52,5;28,1;12030;22930;39100;1,18;2840;8430;14060;18290;27340;34830;44410;65230;23,0;26,6;0,496;53,6;42,8;3,0;7,8;27,2;19,2;0
060882202;45,6;39,4;6840;16970;29140;1,31;880;4930;9470;13400;21120;25700;33180;49780;56,6;38,5;0,506;66,1;52,4;3,9;9,8;25,0;8,9;0
060882203;53,3;27,7;11800;21670;36610;1,14;4160;9130;14170;18070;26460;33150;40990;54060;13,0;15,9;0,439;56,6;46,1;3,7;6,8;32,9;10,5;0
060882301;59,1;20,8;15260;26900;46730;1,17;5560;12420;17460;22220;32400;40100;52920;78350;14,1;19,3;0,505;50,0;37,5;2,5;10,0;32,0;18,0;0
060882302;52,7;29,4;11180;22830;36110;1,09;4450;8600;13580;17890;26810;32740;40770;54660;12,3;16,6;0,444;54,8;43,8;3,5;7,5;37,7;7,5;0
060882303;50,9;32,5;10040;19650;30080;1,02;3140;7600;12080;16440;23430;27720;33900;44370;14,1;17,0;0,433;62,5;52,2;5,4;4,9;30,6;6,9;0
060882304;46,8;33,3;9640;18260;29330;1,08;3300;7950;11870;15280;22280;26590;32760;43900;13,3;15,9;0,441;64,7;53,7;4,3;6,7;28,6;6,7;0
060882401;48,8;34,9;9260;19290;32920;1,23;2670;6970;10950;15580;24150;29500;38050;54980;20,6;24,5;0,489;51,7;41,1;3,7;6,9;35,9;12,4;0
060882402;51,6;29,9;10920;22410;38120;1,21;4140;8450;13280;17870;28320;34200;43950;64380;15,6;31,7;0,594;50,1;42,2;2,3;5,6;33,4;16,5;0
060882501;44,3;36,0;9230;18240;30980;1,19;1540;6660;10790;14920;22670;28270;35040;48840;31,7;25,1;0,460;51,4;44,0;3,4;4,0;39,1;9,5;0
060882502;46,0;35,8;8960;17750;27640;1,05;1860;7180;10520;14830;21880;25600;30720;41460;22,2;19,2;0,436;57,6;50,2;4,2;3,2;35,9;6,5;0
060882503;47,9;32,5;9850;20500;31770;1,07;2990;7860;12020;16250;23780;28410;35150;44560;14,9;16,2;0,413;54,6;47,4;4,4;2,8;38,2;7,2;0
060882504;41,7;38,4;8340;17080;26450;1,06;2780;6750;10070;13770;20730;24070;29420;39650;14,3;16,8;0,443;62,4;51,0;4,7;6,7;31,4;6,2;0
060882601;37,0;44,2;7610;14550;23520;1,09;870;5720;9070;12080;17770;21490;26170;33990;39,3;23,7;0,449;61,2;52,1;5,1;4,0;33,2;5,6;0
060882602;51,0;32,0;10150;21190;31450;1,01;2850;7890;12470;16670;25120;29290;34280;44790;15,7;18,3;0,433;58,5;48,9;3,3;6,3;33,8;7,7;0
060882603;50,4;29,9;10880;20740;31670;1,00;3340;8960;13260;17160;24390;29260;35730;47940;14,4;14,4;0,413;59,3;49,0;3,7;6,6;33,4;7,3;0
060882701;39,6;40,2;8160;16260;25310;1,05;1960;6750;9910;13150;19270;23570;27280;35310;18,0;18,5;0,426;58,7;48,7;5,5;4,5;34,3;7,0;0
060882702;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;5
060882703;57,1;19,9;15380;25940;39580;0,93;8460;13180;17130;21350;29960;36230;42470;59080;7,0;9,5;0,402;56,3;46,3;3,3;6,7;33,2;10,5;0
060882704;69,4;12,2;19900;28410;39960;0,71;11890;17840;21820;25020;32030;36730;43660;55390;4,7;6,1;0,330;71,9;60,0;3,6;8,3;22,2;5,9;0
060882705;64,4;17,0;17510;28970;45120;0,95;7890;14800;19720;24410;34760;40750;50180;68410;8,7;12,2;0,430;60,0;48,0;2,5;9,5;28,8;11,2;0
060882801;40,1;38,4;9830;16390;24150;0,87;3310;7740;11200;13490;19240;22270;26670;33770;10,2;12,1;0,384;63,4;55,7;5,0;2,7;32,4;4,2;0
060882802;61,8;12,6;18210;24930;33640;0,62;11670;16320;19580;22290;28110;31530;36760;44540;3,8;4,9;0,291;69,5;62,2;3,2;4,1;26,3;4,2;0
060882803;57,4;19,1;15330;22880;30790;0,68;9330;13540;16700;19850;25880;28890;33610;41310;4,4;5,6;0,310;65,6;58,9;3,3;3,4;30,1;4,3;0
060882804;66,2;13,5;19020;28930;42390;0,81;11040;16810;21140;24960;34110;39750;46430;58840;5,3;7,6;0,371;62,3;53,0;2,8;6,5;28,9;8,8;0
060882805;69,7;11,0;19650;28060;39980;0,72;12120;18110;21290;24500;32530;37460;43340;56640;4,7;6,6;0,352;62,9;53,3;2,8;6,8;29,6;7,5;0
060882901;23,0;57,3;5470;11530;18190;1,10;1790;4330;6620;9060;14060;16600;20190;24840;13,9;15,2;0,414;65,7;56,4;6,1;3,2;33,3;1,0;0
060882902;17,3;69,7;4370;9030;14580;1,13;130;3200;5650;7210;10790;13270;15930;20000;153,8;29,2;0,416;72,6;62,7;8,9;1,0;27,1;0,3;0
060882903;s;s;4420;9440;15370;1,16;480;3080;5530;7390;11620;14050;16670;20960;43,5;26,6;0,419;70,1;60,0;8,7;1,4;29,5;0,4;0
060882904;40,6;35,8;9550;16790;24440;0,89;5200;8240;11130;14450;19740;22010;25680;31570;6,1;7,7;0,338;69,5;62,3;4,8;2,4;28,5;2,0;0
060882905;49,6;21,2;14180;20990;27450;0,63;7800;12380;15950;18540;23300;26200;28910;34010;4,4;5,1;0,282;67,5;60,4;3,8;3,3;29,0;3,5;0
060882906;56,7;14,3;16940;23230;30190;0,57;10780;15290;18380;20820;26120;28620;32770;39220;3,6;4,9;0,291;69,0;62,0;3,5;3,5;26,7;4,3;0
060883001;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
060883002;34,8;48,3;7640;13570;21060;0,99;2630;6070;8560;10630;16060;19370;23320;28840;11,0;12,7;0,393;70,8;61,7;6,5;2,6;26,3;2,9;0
060883003;35,7;42,5;8380;15000;21740;0,89;3370;6920;9960;12530;17470;20200;23830;29090;8,6;10,4;0,363;69,3;60,7;5,8;2,8;28,5;2,2;0
060883101;66,4;13,6;18520;27190;38720;0,74;10790;16460;20390;23770;30920;36070;41550;51990;4,8;6,4;0,338;78,2;68,2;3,1;6,9;16,3;5,5;0
060883102;55,0;22,7;14370;22490;30250;0,71;6370;12340;16270;19650;25190;28120;32440;40240;6,3;8,4;0,363;75,7;69,0;4,0;2,7;18,3;6,0;0
060883201;65,8;14,8;18200;27980;41590;0,84;10080;16130;20970;24500;31690;37280;47840;63660;6,3;9,1;0,411;67,6;55,8;2,7;9,1;19,4;13,0;0
060883202;69,5;8,7;21170;29620;42890;0,73;14100;18970;22860;26090;33260;38790;48500;62900;4,5;6,0;0,346;69,0;57,3;1,8;9,9;22,1;8,9;0
060883301;38,2;37,5;6620;18660;29610;1,23;2360;5080;8480;14530;22290;27040;32410;42210;17,9;24,2;0,477;70,0;62,0;3,2;4,8;19,3;10,7;0
060883401;54,7;22,5;13960;21970;31660;0,81;7130;12130;15750;19100;25420;29170;35750;44300;6,2;8,7;0,369;75,6;67,1;3,9;4,6;19,2;5,2;0
060883402;44,5;30,7;11400;18650;25810;0,77;4520;9820;12920;15970;21170;23960;27740;34290;7,6;8,2;0,341;69,1;60,7;5,7;2,7;27,7;3,2;0
060883403;36,1;34,2;10450;17430;25120;0,84;5430;8890;11840;14840;19780;23350;27400;34300;6,3;8,4;0,357;70,6;63,0;4,3;3,3;26,3;3,1;0
060883501;69,4;11,5;20670;30860;44220;0,76;12320;17610;22270;26730;36000;41380;48490;65090;5,3;7,7;0,390;66,2;53,1;2,6;10,5;20,6;13,2;0
060883601;63,9;13,7;18230;26820;37220;0,71;11290;16360;20390;23520;30050;34400;40370;51800;4,6;6,2;0,337;69,3;57,7;2,9;8,7;23,4;7,3;0
060883602;64,8;10,6;19360;26300;35830;0,63;12880;17830;20530;23210;29110;33720;38940;51040;4,0;5,5;0,328;69,3;59,0;2,5;7,8;23,9;6,8;0
060883701;67,1;11,0;20120;29230;42750;0,77;12290;18130;21830;25590;33170;38790;47460;64480;5,2;7,2;0,378;66,4;52,6;2,1;11,7;22,8;10,8;0
060883801;76,6;s;23560;35220;58610;1,00;16600;21610;25700;30920;40570;50920;70880;109610;6,6;9,7;0,462;63,0;42,6;1,4;19,0;22,3;14,7;0
060900101;61,2;12,2;18000;25200;35060;0,68;12290;16570;19230;22560;28970;32900;38130;48510;3,9;5,2;0,320;70,1;60,0;3,0;7,1;21,9;8,0;1
060900102;58,6;12,9;17260;23960;31740;0,60;11330;15600;18410;21230;26920;30100;34610;42190;3,7;4,6;0,283;73,5;64,9;3,9;4,7;20,6;5,9;1
060950101;57,2;14,4;17400;23980;32460;0,63;11050;15660;18630;21530;26720;30120;35470;44980;4,1;5,1;0,305;63,3;55,8;3,1;4,4;31,1;5,6;1
060950102;s;s;15160;22970;32380;0,75;9470;13830;17060;20060;26410;29990;34920;45270;4,8;6,0;0,329;65,3;57,2;4,0;4,1;29,6;5,1;1
060950103;66,6;s;20280;29010;38940;0,64;15130;18600;22010;25440;32730;36190;41740;52520;3,5;4,4;0,289;60,8;52,9;2,7;5,2;32,0;7,2;1
061040101;55,5;20,5;14850;22640;31750;0,75;7590;12940;16530;19600;25600;29890;35180;43980;5,8;9,2;0,387;58,2;52,7;3,3;2,2;33,0;8,8;0
061040102;61,1;18,4;16250;25030;36520;0,81;8950;14030;18000;21800;29090;33450;39960;52500;5,9;8,6;0,381;65,0;57,5;3,1;4,4;26,8;8,2;0
061040103;62,2;19,0;15970;25600;38530;0,88;7470;13680;17560;21610;29670;35050;41360;53320;7,1;10,7;0,416;65,6;56,3;3,1;6,2;24,2;10,2;0
061040104;69,3;14,0;19210;28500;41670;0,79;9870;17080;21050;24780;32930;38610;46970;60540;6,1;9,0;0,388;70,5;63,3;2,3;4,9;21,7;7,8;0
061040105;63,5;14,8;16900;25470;35100;0,71;10940;14810;18800;22270;28490;32940;38900;48770;4,5;7,0;0,364;66,6;58,2;3,0;5,4;24,4;9,0;0
061050101;70,5;9,4;22180;34180;50010;0,81;13980;19760;24550;29190;39480;45890;56100;72550;5,2;9,9;0,458;65,0;58,1;2,2;4,7;16,2;18,8;1
061050102;71,3;8,3;23340;35630;53700;0,85;14710;21050;25860;30970;41250;49490;58250;75540;5,1;7,3;0,381;69,9;60,7;2,3;6,9;20,1;10,0;1
061230101;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
061230102;55,8;20,0;15150;23430;32980;0,76;7300;13160;17070;20510;26760;30640;35980;45850;6,3;11,2;0,442;46,8;40,3;3,1;3,4;33,9;19,3;0
061230103;s;s;16100;23370;32520;0,70;8950;14550;17700;20740;26120;30110;35000;43220;4,8;5,9;0,318;62,6;55,0;4,1;3,5;30,7;6,7;0
061230104;63,3;13,7;17720;25110;35280;0,70;11430;16100;19220;22330;28310;32500;37810;48180;4,2;5,8;0,327;64,4;55,4;2,8;6,2;29,4;6,2;0
061230105;42,2;31,2;11260;18270;24960;0,75;4720;8980;12770;15650;21020;23400;26900;31810;6,7;8,5;0,336;64,2;56,8;4,8;2,6;34,1;1,7;0
061230106;60,1;12,8;17550;24870;32510;0,60;10890;15700;19090;22190;27330;30380;35940;44740;4,1;5,0;0,292;64,4;57,2;3,2;4,0;31,1;4,5;0
061230107;47,3;24,7;13240;19960;27220;0,70;6870;11370;14740;17510;22880;25330;29090;35270;5,1;6,4;0,313;69,7;62,0;4,5;3,2;26,1;4,2;0
061230108;63,3;12,3;17950;25460;33970;0,63;11830;16390;19380;22360;28640;32010;36730;46090;3,9;5,0;0,301;67,0;60,1;2,9;4,0;28,4;4,6;0
061230109;58,2;16,8;16390;22860;29960;0,59;10210;14720;18020;20450;25490;28410;31820;38030;3,7;4,6;0,270;73,5;66,6;3,6;3,3;23,8;2,7;0
061230110;65,3;12,5;19240;27330;37350;0,66;12160;17170;21280;24570;31250;34630;40100;52950;4,4;6,3;0,346;65,0;57,1;2,4;5,5;22,4;12,6;0
061230111;73,2;9,7;21250;29760;41470;0,68;13320;19340;22980;26210;33470;38070;44420;58920;4,4;5,5;0,324;67,7;60,3;2,5;4,9;22,8;9,5;0
061490101;51,7;21,3;13910;20520;26670;0,62;8490;12590;15670;18290;22970;25240;28600;34270;4,0;4,7;0,277;67,1;62,6;2,6;1,9;29,0;3,9;0
061490102;50,4;18,3;15750;21700;29220;0,62;9170;14010;17050;19520;24280;27680;31060;35650;3,9;5,1;0,287;60,5;54,7;3,1;2,7;35,0;4,5;0
061490103;52,5;19,6;14830;22090;29710;0,67;8720;13390;16140;19550;25040;27980;31290;37330;4,3;5,3;0,292;65,6;60,4;2,8;2,4;29,7;4,7;0
061490104;51,1;22,1;14090;21420;29060;0,70;7530;12530;15790;18770;24290;27190;30990;38340;5,1;6,2;0,312;72,4;65,1;3,3;4,0;23,2;4,4;0
061520101;62,8;17,8;16720;28670;44480;0,97;9470;14540;19210;23760;34710;40340;50290;64610;6,8;9,5;0,398;73,5;64,3;3,1;6,1;16,1;10,4;0
061520102;72,6;9,1;22900;34490;48920;0,75;13980;20250;25370;29520;38600;45060;53270;65110;4,7;6,9;0,358;73,4;66,7;2,7;4,0;15,3;11,3;0
061520103;57,1;20,9;14800;22910;31870;0,74;8130;12450;16440;19700;25860;29350;34680;42550;5,2;6,5;0,322;82,4;75,7;4,3;2,4;15,2;2,4;0
061520104;72,8;8,2;23010;33320;46870;0,72;14930;20250;24890;29070;37700;43530;51080;65580;4,4;7,0;0,379;79,6;72,5;2,3;4,8;13,5;6,9;0
061550101;66,2;10,6;18840;27200;39350;0,75;12730;17160;20640;23570;30930;35460;42660;54460;4,3;5,6;0,328;67,1;56,0;3,0;8,1;22,6;10,3;0
061550102;27,4;56,6;7240;11440;17810;0,92;2200;6520;7840;9500;13810;16330;19910;25240;11,5;9,8;0,373;70,9;s;s;s;28,4;0,7;0
061550103;31,8;46,5;7640;13910;22600;1,08;2600;6600;8830;11850;17170;20550;24600;31740;12,2;13,2;0,413;70,9;60,4;6,1;4,4;23,6;5,5;0
061550104;41,3;33,5;10730;17220;23880;0,76;5950;9260;12100;14510;19760;22170;26010;32010;5,4;6,9;0,328;76,2;66,7;6,4;3,1;20,7;3,1;0
061550105;47,0;27,4;12430;19870;28980;0,83;7180;10990;14100;16530;22540;26640;32450;43760;6,1;8,1;0,381;65,7;55,8;4,5;5,4;26,1;8,2;0
061550106;53,6;19,5;15140;22430;32990;0,80;8510;13490;17000;19530;26000;30490;36210;47470;5,6;10,2;0,449;57,1;48,2;2,9;6,0;22,9;20,0;0
061550107;55,1;20,1;14970;22830;32870;0,78;8630;13160;16870;19760;25750;30060;35920;46730;5,4;7,1;0,354;61,9;51,7;4,5;5,7;30,3;7,8;0
061550108;52,1;23,1;13800;21560;30120;0,76;6850;11860;15310;18360;24440;28120;32460;42660;6,2;7,8;0,359;55,8;47,6;4,7;3,5;35,9;8,3;0
061550109;50,8;20,5;14610;21700;32200;0,81;7540;12910;16050;18730;25290;28970;35650;50170;6,7;10,0;0,416;53,4;41,9;4,2;7,3;36,2;10,4;0
061550110;51,8;22,3;13850;20710;29790;0,77;7120;12290;15400;18100;23840;27630;33550;45590;6,4;9,5;0,419;62,4;54,4;3,7;4,3;23,8;13,8;0
061570101;42,7;39,2;8560;16770;25530;1,01;4300;7370;9790;13410;19870;23710;27920;35940;8,4;11,3;0,415;63,5;54,7;4,6;4,2;28,9;7,6;0
061570102;44,0;30,9;10780;18830;27880;0,91;4910;9020;12580;15740;21990;25880;30370;39850;8,1;10,0;0,385;56,3;49,3;3,5;3,5;36,5;7,2;0
061570103;61,8;13,4;17650;26460;39800;0,84;11370;16090;19370;23070;30720;36330;44080;56990;5,0;7,2;0,377;58,0;48,9;2,8;6,3;31,0;11,0;0
061570104;64,7;13,9;19110;27890;40930;0,78;10490;16790;21270;24910;32690;37620;45500;59110;5,6;7,8;0,377;57,0;47,7;2,9;6,4;31,0;12,0;0
061570105;62,1;15,5;17820;26850;38940;0,79;9690;15460;19940;23670;30780;36140;43030;57800;6,0;7,7;0,366;65,0;54,2;2,8;8,0;26,1;8,9;0
061570106;53,7;22,5;14200;23230;32840;0,80;5890;11960;16180;19450;26720;30740;34700;46420;7,9;9,6;0,363;60,4;51,4;4,1;4,9;33,0;6,6;0
061570107;62,3;14,8;18210;26240;37720;0,74;10320;16270;19760;22880;30160;35110;41230;53870;5,2;6,9;0,356;65,7;57,5;3,3;4,9;25,1;9,2;0
061590101;64,8;12,1;19040;29060;47460;0,98;11760;16940;20840;24960;33950;42490;55540;82190;7,0;9,8;0,438;56,1;45,6;2,6;7,9;29,0;14,9;1
061590102;s;s;13840;22310;33730;0,89;7530;11900;15590;18870;26320;30650;36650;51980;6,9;9,5;0,403;64,3;55,3;3,6;5,4;25,7;10,0;1
061590103;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
061610101;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
061610102;s;s;18730;26770;36750;0,67;12840;17160;20090;23610;30360;34410;40630;49670;3,9;4,7;0,292;71,3;63,8;2,8;4,7;23,5;5,2;0
061610103;60,3;11,6;18020;25050;33630;0,62;12420;16200;19670;22720;27930;30950;36500;46320;3,7;4,7;0,292;70,0;63,1;2,6;4,3;25,6;4,4;0
061610104;58,0;16,7;16640;24270;33430;0,69;9280;14720;17980;21130;27570;31480;36020;45140;4,9;6,6;0,335;60,8;52,0;3,4;5,4;30,3;8,9;0
061610105;56,8;21,4;14670;22500;33320;0,83;6810;12540;16470;19700;26410;30420;36340;46930;6,9;9,3;0,384;59,8;51,7;4,1;4,0;31,3;8,9;0
061610106;68,6;12,3;19890;31110;45930;0,84;11210;17640;22190;26560;35540;42100;51690;70750;6,3;8,6;0,397;66,0;54,7;3,5;7,8;21,7;12,3;0
061610107;59,5;12,8;17850;25430;33870;0,63;11300;16190;19560;22400;28350;31510;37170;48630;4,3;5,8;0,329;68,5;60,2;3,5;4,8;22,3;9,2;0
070100101;25,8;43,8;7280;14820;20890;0,92;850;5720;8840;11980;17150;19520;22230;27460;32,2;18,6;0,402;54,3;44,3;5,4;4,6;43,6;2,1;0
070100102;43,2;24,0;13910;20550;27820;0,68;5750;11330;15340;18550;23540;26360;30490;38570;6,7;8,6;0,351;67,8;60,5;3,6;3,7;27,2;5,0;0
070100103;49,6;18,6;15650;21720;28520;0,59;9770;13670;17040;19200;23480;26720;30670;39200;4,0;5,9;0,335;56,8;48,9;2,8;5,1;38,2;5,0;0
070100201;43,2;29,0;12210;18730;26210;0,75;6290;10300;13450;16370;21200;24500;28090;33670;5,4;7,6;0,351;63,7;57,5;3,8;2,4;29,1;7,2;0
070100202;s;s;7650;14190;21380;0,97;890;5610;8730;11770;16800;19960;23430;28350;31,9;19,0;0,401;57,4;50,0;4,7;2,7;40,1;2,5;0
070100203;39,7;31,1;11310;17850;24390;0,73;5260;9190;12970;15740;20410;22890;26310;32600;6,2;7,5;0,330;56,0;49,5;3,8;2,7;41,5;2,5;0
070100204;s;66,7;4660;9380;16220;1,23;0;3950;5530;7420;11870;14300;18100;22480;so;24,2;0,438;61,3;48,5;8,7;4,1;37,1;1,6;0
070190101;33,6;39,7;7670;15990;24090;1,03;570;5850;9490;13230;18900;22390;27040;35640;62,2;26,6;0,464;54,8;43,5;5,2;6,1;37,5;7,7;0
070190102;37,3;32,6;11260;18040;24310;0,72;5360;9740;12480;15110;20020;22560;26660;33910;6,3;9,4;0,383;49,0;41,9;3,5;3,6;43,0;8,0;0
070190103;38,4;32,0;10920;18550;25270;0,77;5000;9290;12470;15730;20780;23720;28000;34870;7,0;9,4;0,367;60,2;51,1;4,2;4,9;33,7;6,1;0
070190104;29,0;50,0;6550;13180;20480;1,06;1890;5510;7630;10610;15540;18960;22520;28940;15,3;17,0;0,435;49,6;40,6;5,5;3,5;43,6;6,8;0
070190105;49,1;19,3;15330;21950;31330;0,73;9150;13570;16790;19580;25110;28610;33450;44440;4,9;6,9;0,363;58,4;45,7;3,1;9,6;33,0;8,6;0
070420101;36,8;37,7;9620;16270;23750;0,87;4220;7950;11150;13960;19260;22290;25000;30580;7,2;9,0;0,353;64,2;57,2;4,7;2,3;31,9;3,9;1
070420102;47,3;20,7;14310;21220;28950;0,69;8320;12640;15800;18550;24010;26930;31420;39040;4,7;7,9;0,390;53,2;47,4;2,5;3,3;32,9;13,9;1
070420103;41,4;31,8;10710;18950;26610;0,84;5410;8770;12510;15610;21630;24410;29680;36270;6,7;8,4;0,356;64,4;56,9;4,3;3,2;32,8;2,8;1
071020101;51,5;13,0;16720;22500;29610;0,57;11600;15480;17840;20360;24830;27970;31580;38990;3,4;4,3;0,276;58,5;53,0;2,5;3,0;37,5;4,0;0
071020102;53,9;12,7;17400;22980;30230;0,56;11700;15780;18540;20660;25810;28380;32100;40500;3,5;4,7;0,299;55,4;49,8;2,3;3,3;39,2;5,4;0
071020103;57,8;s;18650;24180;31310;0,52;13100;17150;19480;22330;26480;29770;34070;40640;3,1;4,0;0,266;51,1;44,7;2,1;4,3;44,7;4,2;0
071020104;s;s;16840;23790;32210;0,65;10410;14900;18420;21200;26580;29990;35510;43250;4,2;5,3;0,309;67,8;61,3;2,8;3,7;27,3;4,9;0
071860101;50,5;19,2;14590;21450;29420;0,69;8100;13400;16520;19020;24070;27140;31410;38510;4,8;6,2;0,315;57,3;51,3;2,0;4,0;38,3;4,4;1
071860102;36,4;43,2;6550;15840;24800;1,15;170;5020;8790;12050;19100;22680;27130;33100;199,2;25,1;0,428;57,9;50,9;4,0;3,0;37,4;4,7;1
071860103;48,6;24,0;13730;21450;29200;0,72;5660;11540;15660;18830;24300;27300;31700;40260;7,1;8,6;0,356;55,5;48,8;2,8;3,9;38,8;5,7;1
071860104;36,6;36,6;9540;16800;24900;0,91;1350;8150;10980;14020;19370;22420;27000;33210;24,6;15,2;0,398;61,8;51,4;4,6;5,8;34,0;4,2;1
072810101;57,2;9,0;18870;26020;36610;0,68;13430;17420;20080;22820;29720;33560;39180;51340;3,8;5,1;0,325;63,6;53,7;2,5;7,4;29,9;6,5;1
072810102;59,1;9,4;18600;25390;35070;0,65;13250;16970;20000;22600;28140;32400;38970;49240;3,7;4,7;0,300;65,2;57,7;2,3;5,2;28,9;5,9;1
072810103;s;s;16340;23800;33080;0,70;10380;14470;18250;20940;27140;30520;36370;46190;4,4;6,2;0,344;65,0;57,1;2,7;5,2;26,5;8,5;1
073190101;35,2;34,0;10120;17070;23750;0,80;3730;7930;11990;14430;19550;22320;25940;32250;8,6;10,2;0,358;55,9;49,1;4,2;2,6;40,2;3,9;1
073190102;51,9;19,6;15400;22370;29920;0,65;8390;13410;16980;19690;24990;28060;31650;38670;4,6;5,4;0,295;69,7;63,8;3,1;2,8;26,4;3,9;1
073190103;33,0;44,0;7700;15410;22390;0,95;3370;6280;9140;11920;18120;20750;24260;28680;8,5;10,5;0,368;57,6;50,7;5,2;1,7;39,7;2,7;1
073240101;s;s;8070;15670;23000;0,95;1630;6610;10060;12930;18170;21260;25090;32970;20,2;18,0;0,429;76,9;62,1;7,3;7,5;20,0;3,1;0
073240102;48,9;20,6;14540;20960;29040;0,69;7560;12850;16040;18500;23630;26960;31800;40650;5,4;6,6;0,327;64,2;57,1;3,3;3,8;31,4;4,4;0
073240103;55,8;11,3;18300;24300;33450;0,62;12280;16660;19390;21890;26990;30640;36060;45090;3,7;5,3;0,321;59,7;52,8;1,8;5,1;33,8;6,5;0
073240104;46,3;26,1;12520;20670;28450;0,77;6440;10920;14570;17600;23190;26610;30250;36560;5,7;7,6;0,343;64,0;55,4;3,7;4,9;29,7;6,3;0
073490101;35,5;26,5;12630;18190;25020;0,68;6810;11310;13770;16050;20640;23440;26710;33090;4,9;6,1;0,314;65,2;57,0;4,8;3,4;31,9;2,9;1
073490102;36,1;28,3;12310;18160;24910;0,69;6310;10650;13720;16050;20530;23120;26910;32630;5,2;6,4;0,309;58,8;52,7;3,7;2,4;37,7;3,5;1
080810101;32,6;37,1;9350;16350;22500;0,80;2740;7490;10920;14100;18610;20880;24040;29370;10,7;11,1;0,349;61,8;54,9;4,1;2,8;35,6;2,6;1
080810102;36,5;31,1;11460;18160;25550;0,78;2200;9570;12890;15750;20760;23650;27430;32050;14,5;10,5;0,357;63,1;56,4;3,3;3,4;33,3;3,6;1
081050101;45,8;30,7;10940;18710;26380;0,83;5470;8850;12950;15730;21680;24610;29310;40050;7,3;10,1;0,404;65,1;54,6;3,4;7,1;29,8;5,1;0
081050102;21,9;55,9;4580;11560;18240;1,18;0;2270;6030;8360;13970;16740;20390;25210;so;86,0;0,458;57,2;49,6;4,9;2,7;40,9;1,9;0
081050201;51,1;22,5;14550;22800;31270;0,73;3480;10760;16960;19910;25420;28650;33660;41500;11,9;13,0;0,373;52,9;45,5;1,9;5,5;42,0;5,1;0
